"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Terrance Mitchell","Houston Texans","2021","Active",8,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",8,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",8,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",8,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Active",8,"Healthy","None"
"Jonathan Owens","Houston Texans","2021","Active",8,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Active",8,"Healthy","None"
"Kevin Pierre-Louis","Houston Texans","2021","Active",8,"Healthy","None"
"Justin Reid","Houston Texans","2021","Active",8,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Out",8,"Injured Reserve","None"
"Vincent Taylor","Houston Texans","2021","Out",8,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",8,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Out",8,"Injured Reserve","None"
"DeMarcus Walker","Houston Texans","2021","Active",8,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",8,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Active",8,"Healthy","None"
"Jordan Akins","Houston Texans","2021","Active",9,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Active",9,"Healthy","None"
"Grayland Arnold","Houston Texans","2021","Active",9,"Healthy","None"
"Justin Britt","Houston Texans","2021","Out",9,"Injured Reserve","None"
"Terrence Brooks","Houston Texans","2021","Out",9,"Injured Reserve","None"
"Pharaoh Brown","Houston Texans","2021","Out",9,"Out"," Thigh"
"Rex Burkhead","Houston Texans","2021","Active",9,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Out",9,"Injured Reserve","None"
"Nico Collins","Houston Texans","2021","Active",9,"Healthy","None"
"Chris Conley","Houston Texans","2021","Active",9,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",9,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",9,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",9,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",9,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",9,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",9,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",9,"Healthy","None"
"Kamu Grugier-Hill","Houston Texans","2021","Active",9,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Active",9,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",9,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",9,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",9,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",9,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",9,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Out",9,"Injured Reserve","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",9,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",9,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",9,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",9,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",9,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",9,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",9,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Out",9,"Out"," Concussion"
"Jonathan Owens","Houston Texans","2021","Active",9,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Active",9,"Healthy","None"
"Kevin Pierre-Louis","Houston Texans","2021","Active",9,"Healthy","None"
"Justin Reid","Houston Texans","2021","Active",9,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Active",9,"Healthy","None"
"Vincent Taylor","Houston Texans","2021","Out",9,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",9,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Out",9,"Injured Reserve","None"
"DeMarcus Walker","Houston Texans","2021","Active",9,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",9,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",9,"Out"," Not Injury Related"
"Jordan Akins","Houston Texans","2021","Active",11,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Active",11,"Healthy","None"
"Grayland Arnold","Houston Texans","2021","Active",11,"Healthy","None"
"Justin Britt","Houston Texans","2021","Out",11,"Injured Reserve","None"
"Terrence Brooks","Houston Texans","2021","Active",11,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",11,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",11,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Out",11,"Injured Reserve","None"
"Nico Collins","Houston Texans","2021","Active",11,"Healthy","None"
"Chris Conley","Houston Texans","2021","Active",11,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",11,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",11,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",11,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",11,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",11,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",11,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Out",11,"Out"," Foot"
"Kamu Grugier-Hill","Houston Texans","2021","Active",11,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Active",11,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",11,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",11,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",11,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",11,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",11,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Out",11,"Injured Reserve","None"
"Cre'von LeBlanc","Houston Texans","2021","Out",11,"Out"," Illness"
"Roy Lopez","Houston Texans","2021","Active",11,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",11,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",11,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",11,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",11,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",11,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Out",11,"Injured Reserve","None"
"Jonathan Owens","Houston Texans","2021","Active",11,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Out",11,"Injured Reserve","None"
"Kevin Pierre-Louis","Houston Texans","2021","Active",11,"Healthy","None"
"Justin Reid","Houston Texans","2021","Active",11,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Active",11,"Healthy","None"
"Vincent Taylor","Houston Texans","2021","Out",11,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",11,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Out",11,"Injured Reserve","None"
"DeMarcus Walker","Houston Texans","2021","Active",11,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",11,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",11,"Out"," Not Injury Related"
"Jordan Akins","Houston Texans","2021","Active",12,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Active",12,"Healthy","None"
"Grayland Arnold","Houston Texans","2021","Active",12,"Healthy","None"
"Justin Britt","Houston Texans","2021","Out",12,"Injured Reserve","None"
"Terrence Brooks","Houston Texans","2021","Active",12,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",12,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",12,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Out",12,"Injured Reserve","None"
"Nico Collins","Houston Texans","2021","Active",12,"Questionable"," Hip"
"Chris Conley","Houston Texans","2021","Active",12,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",12,"Healthy","None"
"Davion Davis","Houston Texans","2021","Out",12,"Questionable"," Illness"
"Tae Davis","Houston Texans","2021","Active",12,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",12,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",12,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",12,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",12,"Questionable"," Foot"
"Kamu Grugier-Hill","Houston Texans","2021","Active",12,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Out",12,"Out"," Knee"
"David Johnson","Houston Texans","2021","Active",12,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",12,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",12,"Questionable"," Illness"
"Brevin Jordan","Houston Texans","2021","Active",12,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",12,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Out",12,"Injured Reserve","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",12,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",12,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",12,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",12,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",12,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",12,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",12,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Out",12,"Injured Reserve","None"
"Jonathan Owens","Houston Texans","2021","Active",12,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Out",12,"Injured Reserve","None"
"Kevin Pierre-Louis","Houston Texans","2021","Active",12,"Healthy","None"
"Justin Reid","Houston Texans","2021","Active",12,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Active",12,"Healthy","None"
"Vincent Taylor","Houston Texans","2021","Out",12,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",12,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Out",12,"Injured Reserve","None"
"DeMarcus Walker","Houston Texans","2021","Active",12,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",12,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",12,"Out"," Non Injury Related"
"Jordan Akins","Houston Texans","2021","Active",13,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Out",13,"Injured Reserve","None"
"Grayland Arnold","Houston Texans","2021","Active",13,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",13,"Healthy","None"
"Terrence Brooks","Houston Texans","2021","Out",13,"Out"," Hamstring"
"Pharaoh Brown","Houston Texans","2021","Active",13,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",13,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Out",13,"Injured Reserve","None"
"Nico Collins","Houston Texans","2021","Active",13,"Healthy","None"
"Chris Conley","Houston Texans","2021","Active",13,"Questionable"," Illness"
"Brandin Cooks","Houston Texans","2021","Active",13,"Questionable"," Illness"
"Davion Davis","Houston Texans","2021","Active",13,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",13,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",13,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",13,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",13,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",13,"Questionable"," Foot"
"Kamu Grugier-Hill","Houston Texans","2021","Active",13,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Out",13,"Injured Reserve","None"
"David Johnson","Houston Texans","2021","Out",13,"Questionable"," Illness"
"Jaleel Johnson","Houston Texans","2021","Active",13,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",13,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",13,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",13,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",13,"Injured Reserve","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",13,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",13,"Questionable"," Illness"
"Justin McCray","Houston Texans","2021","Out",13,"Out"," Concussion"
"Terrance Mitchell","Houston Texans","2021","Active",13,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",13,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",13,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",13,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Out",13,"Injured Reserve","None"
"Jonathan Owens","Houston Texans","2021","Active",13,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Out",13,"Injured Reserve","None"
"Kevin Pierre-Louis","Houston Texans","2021","Active",13,"Healthy","None"
"Justin Reid","Houston Texans","2021","Active",13,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Active",13,"Healthy","None"
"Vincent Taylor","Houston Texans","2021","Out",13,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Out",13,"Questionable"," Illness"
"Laremy Tunsil","Houston Texans","2021","Out",13,"Injured Reserve","None"
"DeMarcus Walker","Houston Texans","2021","Out",13,"Injured Reserve","None"
"Garret Wallow","Houston Texans","2021","Active",13,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",13,"Out"," Not Injury Related"
"Jordan Akins","Houston Texans","2021","Active",14,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Out",14,"Injured Reserve","None"
"Grayland Arnold","Houston Texans","2021","Active",14,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",14,"Healthy","None"
"Terrence Brooks","Houston Texans","2021","Out",14,"Out"," Hamstring"
"Pharaoh Brown","Houston Texans","2021","Active",14,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",14,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Out",14,"Injured Reserve","None"
"Nico Collins","Houston Texans","2021","Active",14,"Healthy","None"
"Chris Conley","Houston Texans","2021","Active",14,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",14,"Questionable"," Back"
"Davion Davis","Houston Texans","2021","Active",14,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",14,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",14,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",14,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",14,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",14,"Questionable"," Foot"
"Kamu Grugier-Hill","Houston Texans","2021","Active",14,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Out",14,"Injured Reserve","None"
"David Johnson","Houston Texans","2021","Active",14,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",14,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",14,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",14,"Questionable"," Hand"
"Desmond King","Houston Texans","2021","Active",14,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",14,"Healthy","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",14,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",14,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",14,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",14,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",14,"Questionable"," Hip"
"Chris Moore","Houston Texans","2021","Active",14,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Out",14,"Questionable"," Foot"
"Hardy Nickerson","Houston Texans","2021","Out",14,"Injured Reserve","None"
"Jonathan Owens","Houston Texans","2021","Active",14,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Out",14,"Injured Reserve","None"
"Kevin Pierre-Louis","Houston Texans","2021","Out",14,"Questionable"," Hamstring"
"Justin Reid","Houston Texans","2021","Active",14,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Active",14,"Healthy","None"
"Vincent Taylor","Houston Texans","2021","Out",14,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",14,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Out",14,"Injured Reserve","None"
"DeMarcus Walker","Houston Texans","2021","Out",14,"Injured Reserve","None"
"Garret Wallow","Houston Texans","2021","Active",14,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",14,"Out"," Non Injury Related"
"Jordan Akins","Houston Texans","2021","Active",15,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Out",15,"Injured Reserve","None"
"Grayland Arnold","Houston Texans","2021","Active",15,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",15,"Healthy","None"
"Terrence Brooks","Houston Texans","2021","Active",15,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",15,"Healthy","None"
